Text,label
battleborn is now available for pre purchase on steam  customers who pre order battleborn will receive 5 gold skins and a title with the firstborn pack the character skins are for thorn  reyna  montana  marquis  and rath,steam
save 10 to 75 on eve online during this week s midweek madness  save 75 on start pack and content packs  50 on the premium edition and 10 on aurum and plex offer ends thursday at 4pm pacific time,steam
helldivers is now available on steam  helldivers is a hardcore  cooperative  twin stick shooter from the creators of magicka as part of the elite unit called the helldivers  players must work together to protect super earth and defeat the enemies of mankind in an intense intergalactic war,steam
today s deal save 50 on out of the park baseball 16  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
night owls is now available on steam  kevin  a workaholic  has a drunken one night stand madeline  a beautiful train wreck only too late does he learn that she s actually his boss s jilted ex mistress  and the apartment she took him to isnt her own then the volatile madeline downs an entire bottle of sleeping pills  and he has to keep her awake and alive as night creeps into morning  they begin to fall for each other,steam
lords of the realm iii is now available on steam and is 15 off  when it comes to medieval real time strategy  lords of the realm iii flies the flag high whether it s maneuvering troops on the battlefield  negotiating trade and alliances  or overseeing armies across the lands  rts fans will find plenty here to enjoy offer ends december 10 at 10am pacific time,steam
dragon quest heroes slime edition is now available on steam  dragon quest  one of the most iconic rpg series from japan  now comes to pc as a full scale action rpg in dragon quest heroes the world trees woe and the blight below,steam
dragomon hunter is now available on steam  hunt down over 100 fantastical monsters in this anime style mmorpg become the ultimate hunter and collect defeated dragomon as mounts or harvest their materials to upgrade your gear,steam
sculpting and rendering a biomech creature bust is now available on steam and is 20 off  in this tutorial  we ll create a biomech bust in zbrush starting from a sphere we ll use features like dynamesh  curve brush and imm brushes i ll show you every step of the process from designing in 3d  blocking out forms to adding realistic micro detail learn how to use keyshot to light  shade and render your biomech bust then using photoshop  we ll composite our renders and add finishing touches to create the final render this is a live video demonstration covering every step of the process offer ends december 9 at 10am pacific time,steam
sculpting and rendering a cthulhu bust is now available on steam and is 20 off  in this tutorial  we ll create a cthulhu bust in zbrush starting from a sphere we ll use features like dynamesh  curve brush and transpose master i ll show you every step of the process from designing in 3d  blocking out forms to adding realistic micro detail learn how to use keyshot to light  shade and render your cthulhu bust then using photoshop  we ll composite our renders and add finishing touches to create the final render this is a live video demonstration covering every step of the process offer ends december 9 at 10am pacific time,steam
do nt starve shipwrecked  all new content for do nt starve is now available on steam early access  sail to adventure through the treacherous seas of do nt starve shipwrecked  with new playable characters  biomes  creatures and seasonal effects wilson and the whole dont starve cast of characters embark on a sea bound journey of exploration  adaptation and of course  starvation,steam
rwby grimm eclipse is now available on steam early access  rwby grimm eclipse is a 4 player co op  hack n slash game based upon rooster teeths international hit series rwby,steam
just cause 3 is now available on steam  with over 1000 km of complete freedom from sky to seabed  rico rodriguez returns to unleash chaos in the most creative and explosive ways imaginable,steam
the steam exploration sale continues today  with discounts on thousands of games and software running through cyber monday  offers end tuesday december 1 at 10am pacific unless otherwise listed,steam
the steam exploration sale continues today  with discounts on thousands of games and software running through cyber monday  offers end tuesday december 1 at 10am pacific unless otherwise listed,steam
saint seiya soldiers soul is now available on steam  the 12 gold saints are coming back to burn their cosmos with outstanding graphics  solid gameplay  characters from the whole series and so much more to discover,steam
ghost in the shell stand alone complex first assault online is coming soon to steam  stronger  faster and more lethal than mankinds deadliest soldier youre a member of section 9  an elite force of cybernetically enhanced combat operatives responsible for protecting society and fighting terrorists on the neon drenched streets of a futuristic japan society has embraced new technology  leaving themselves vulnerable to malicious super hackers cyber terrorism has evolved and so must you  dive beyond humanity as you upgrade and augment yourself into a walking weapon  capable of super human feats deliver the first assault by coordinating strategic attacks  hacking enemy weaponry and utilizing skillsync to link up and share cyber skills with your allies  in this gripping team shooter inspired by ghost in the shell stand alone complex  the critically acclaimed series based on shirow masamunes original comic the ghost in the shell add ghost in the shell stand alone complex first assault online to your steam wishlist today to stay updated,steam
might magic heroes online is now available on steam  might magic heroes online  mmho  is a free to play mmo strategy rpg game in which you control powerful heroes and their armies as they do battle throughout the fantasy world of ashan explore this vast fantasy world from the glorious temples of elrath  the dragon of light  to the undead lands of nar heresh,steam
umiharakawase shun steam edition is now available on steam and is 20 off  play as umihara kawase a backpacking japanese sushi chef armed with a fishing rod  a rubber fishing line and a fishing hook avoid fish like enemies  conveyer belts  spikes  watery pits  time travel and more offer ends december 1 at 10am pacific time,steam
today s deal save 50 on warframe mobilize pack  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save 50 on app game kit easy instant game development  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 50 on verdun  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
ticket to ride india dlc  all new content for ticket to ride is now available on steam and is 40 off  embark on a tour of ian vincent s india and discover one of the most densely populated and colorful countries of the world the year is 1911  and the world is changing fast in the british raj will you complete your grand tour in time  or lose to more cunning or simply better connected opponents  offer ends november 26 at 10am pacific time,steam
save 50 on dying light as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
assassin s creed syndicate is now available on steam  london  1868 in the heart of the industrial revolution  lead your underworld organization and grow your influence to fight those who exploit the less privileged in the name of progress as jacob frye  a young and reckless assassin  use your skills to help those trampled by the march of progress from freeing exploited children used as slave labour in factories  to stealing precious assets from enemy boats  you will stop at nothing to bring justice back to londons streets,steam
today s deal save 50 on gameguru  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
today s deal save 75 on train fever  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save 80 on remember me  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 40 on running with rifles  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
backgammon blitz is now available on steam and is 25 off  loved by millions  played for centuries  backgammon is a two player strategy game quite unlike any other the goal is simple race to get your checkers off the board first the deceptively deep rules and rhythm of backgammon has secured it as a favourite among casual and veteran players alike offer ends november 19 at 10am pacific time,steam
rfactor 2 is now available on steam and is 40 off  rfactor 2 is a realistic  easily extendable racing simulation that offers the latest in vehicle and race customization  great graphics  outstanding multiplayer and the height of racing realism it features mixed class road racing with ultra realistic dynamics  an immersive sound environment and stunning graphics you can race against both ai and other drivers in multi player mode offer ends november 19 at 10am pacific time,steam
today s deal save 25 on zombie playground  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
dota 2 the international 2015 player profiles is now available on steam  meet the players behind the international 2015 this series of interviews explores the lives of 14 professional dota 2 players from around the world  giving a glimpse of the sacrifice  dedication  and camaraderie needed to be among the best of the best,steam
football manager 2016 is now available on steam  football manager is the most realistic  in depth and immersive football management simulation available its the closest thing to doing the job for real taking control of any squad from more than 50 countries across the world  you decide who plays and who sits on the bench  deal with the media and solve player problems you re in total control of tactics  team talks  substitutions and pitch side instructions as you follow the match live with the acclaimed 3d match engine,steam
robotpencil presents character design jubal is now available on steam  this is just a live painting of me painting jubal anthony jones,steam
save 66 on i am bread and goat simulator as part of this week s weekend deal  goat simulator and i am bread have both been updated with crossover content  and are 66 off to celebrate  offer ends monday at 10am pacific time,steam
lineage ii is now available on steam  this award winning mmo takes place in a war torn fantasy world where three kingdoms constantly vie for power become a hero and fight for supremacy in this brutal yet beautiful world filled with magical beasts  awe inspiring raids  and massive pvp conflicts,steam
today s deal save 50 on fractured space  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
nobunagas ambition tenshouki wpk hd version with hd version is now available on steam  the 6th release of the nobunaga s ambition historical simulation game series has been reborn at the steam store as tenshouki with power up kit hd version players become the rulers of their clans and aim to unify the country under their leadership players will enjoy all the distinctive na game elements  including a learning system  battle system  and an army system,steam
today s deal save 75 on starpoint gemini 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 33 on act of aggression  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
roguelands is now available on steam early access  embark on an epic journey in this hardcore multiplayer rpg  as a galactic cadet  you and your combat squad of friends must brave hostile worlds in search of valuable loot and resources craft powerful gear  slay otherworldly creatures  and save the galaxy,steam
code girl is now available for purchase and rental on steam  by 2017  the app market will be valued at 77 billion over 80 of app developers are male the technovation challenge aims to change that by empowering girls worldwide to develop apps for an international competition with a 10k prize from rural moldova to urban brazil to suburban massachusetts  code girl follows teams from around the world who dream of making their mark in the coding world this is the first video release available in a rental format on steam,steam
today s deal save 66 on stronghold crusader 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
over the dream is now available on steam  over the dream is a documentary by ivan demkin it tells us about adventures of cis representatives at the international tournament in this movie we will talk about one team and some of the tournament broadcasters a commentator and an analyst,steam
save up to 85 on the trine franchise as part of this week s weekend deal  experience a fairytale world of breathtaking sceneries and face a myriad of physics based puzzles  wonderful contraptions  dangerous foes and enchanting creatures the gameplay is based on fully interactive physics each character s different abilities help the player battle an army of undead and defeat hazardous contraptions the player can at any time freely choose whoever is best suited for the upcoming challenge or puzzle the wizard is able to summon objects to help solve puzzles and create new ways to overcome obstacles  the thief uses her agility and dead on accuracy to swiftly surprise the monsters  and the knight unleashes mayhem and physical destruction wherever he goes offer ends monday at 10am pacific time,steam
age of empires ii hd the african kingdoms  all new content for age of empires ii hd is now available on steam and is 20 off  welcome to age of empires ii hd the african kingdoms the second new official expansion for the age of empires ii universe in over 16 years challenge friends with four additional civilizations  new units  ships and technologies fight your way through the african continent with four campaigns and obliterate your opponents with a fresh batch of units under your command  offer ends november 9th at 10am pacific time,steam
dragon fin soup is now available on steam and is 10 off  dragon fin soup seamlessly blends genres to create a fresh experience half story driven tactical rpg and half high stakes roguelike  with a pinch of crass humor and a heaping helping of murder madness set in a procedurally generated fantasy world meet red robin a charming  yet raging alcoholic bounty hunter  whod rather get into a bar fight than deliver baked goods players must take up robins blades and set out across asura  a lushly colorful fantasy world that sits on the back of an enormous space turtle  on a journey to discover the secrets of her bloody past offer ends november 10 at 10am pacific time,steam
save 40 on savage lands during this week s midweek madness  lost at sea and marooned on the shores of a strange and mysterious island  your fight to survive has begun explore this hostile world  gathering scarce resources and forging the weapons needed to fend off the ferocious creatures lurking all across the sundered isle offer ends friday at 10am pacific time,steam
save 33 on blood bowl 2 during this week s midweek madness  blood bowl 2 smashes warhammer and american football together  in an explosive cocktail of turn based strategy  humour and brutality  adapted from games workshops famous boardgame blood bowl 2s new graphics engine and high flying realization makes for a faithful portrayal of the fury and intensity of classic blood bowl matches the solo game mode will have you lead the famous reikland reavers former star team of blood bowl you are tasked with bringing them back to glory  following a full story campaign supported by the hilarious commentators jim bob from cabalvision each match of the campaign is unique  with unexpected and surprising events constantly renewing the experience  also check out blood bowl legendary and blood bowl chaos at 75 off  offer ends friday at 10am pacific time,steam
today s deal save 75 on space run  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
anno 2205 is now available on steam  in anno 2205  you join humankinds next step into the future with the promise to build a better tomorrow you conquer earth  establishing rich  bustling cities and grand industrial complexes  but to secure the prosperity of your people  you must travel into space a scientific breakthrough in fusion energy promises to revolutionise all aspects of society the necessary isotope  helium 3  can only be found in harvestable quantities on the moon venture into space and settle on the moon in the thrilling race for resource and power annos masterful economic gameplay is back and taking strategic city building simulation to new heights  launching into space,steam
today s deal save 75 on magic 2015 duels of the planeswalkers  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
sonic lost world is now available on steam  in his latest plot to defeat sonic and rule the world  dr eggman has harnessed the power of menacing creatures known as the deadly six however  when the deadly six rise up against their new master  sonic must unite with his arch nemesis eggman and explore the mystical lost hex in order to take them on head to head use sonics amazing new moves incredible colour powers to speed across a variety of unique terrains  racing inside  outside upside down in every level,steam
save big on spooky titles in the steam halloween sale  http store steampowered com search  salepage steamhalloweensale,steam
hyperdimension neptunia re birth3 v generation is now available on steam and is 40 off  lost in an alternate dimension  neptune must collect enough shares to get back home sounds easy except the seven sages want to rid gamindustri of cpus  including neptune  help defeat them and return her to her own world in this jrpg or be stuck in the 80s forever  offer ends november 6 at 10am pacific time,steam
today s deal save 75 on cities xxl  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
we ve seen a lot of steam users lose access to their steam accounts most often its because an attacker has compromised a user s email account that email account can then be used to change the password and email address on that user s steam account  blocking access to their games and items there are several methods attackers use that are hard to combat malware in the guise of other programs like a teamspeak update or missing audio codec or a cs go weapon upgrader   malware disguised as images and screenshots  identifying users who reuse passwords on their steam and email accounts  or via an exploit in their web browser or operating system it s a complicated situation and even very sophisticated steam users can fall victim any steam user who has made a purchase or earned a trading card has value in their account and should use these new features to protect it and all the time invested account recovery with a phone number add a phone number to my account read the faq by associating a phone number with your steam account you can easily regain access if you forget your password you lose access to your email account you get a new smartphone or lose your mobile authenticator your account is compromised steam can send you a text message to get you back into your account steam mobile authenticator through the steam mobile app get the steam mobile app read the faq using the steam mobile app on ios or android  you can confirm log ins to your steam account confirm trades confirm community market listings using a second device  aka 2 factor authorization  makes it very difficult for an attacker to access your account  even if they obtain your password  without physical access to your mobile device you can manage your account security and phone number anytime from your account details page,steam
trick or treat  the dungeon lord is in a mischievously macabre mood  and no one is safe  in a clash of pumpkins  the new halloween inspired dlc for dungeons 2  the armies of evil will face new horrors including trigger happy pumpkins  haunted forests and murderous penguins across 3 all new  eerily beautiful skirmish maps,steam
aion is now available on steam  fight to save your shattered world in this award winning fantasy sci fi mmo take flight and join the immortal ranks of the asmodians or elyos in their quest to reclaim atreia from the grasp of the dragon lords,steam
devil s bluff is now available on steam  the 11 vs 1 online murder mystery that offers a ground breaking take on the survival horror genre enter the crawley mansion for the annual halloween scavenger hunt atop the infamous devils bluff mystery  deception  betrayal  and mayhem are the order of the day let the hunt begin,steam
zoombinis is now available on steam and is 25 off  in the entertaining and educational game zoombinis  players guide the little blue creatures through fun and increasingly challenging puzzles on their way to a new home offer ends november 4 at 10am pacific time,steam
pre purchase football manager 2016 and play the beta now  plus  receive a gift copy of an alternative reality the football manager documentary  which will be located in your steam inventory football manager is the most realistic  in depth and immersive football management simulation available its the closest thing to doing the job for real taking control of any squad from more than 50 countries across the world  you decide who plays and who sits on the bench  deal with the media and solve player problems you re in total control of tactics  team talks  substitutions and pitch side instructions as you follow the match live with the acclaimed 3d match engine,steam
mx vs atv supercross encore is now available on steam and is 10 off  rip  jump  and scrub your way on over 30 tracks and try to cross the finish line first against more than 60 official riders to attain all that motocross glory choose between bikes or atvs  multiple game modes including career  single races  free ride  and online multiplayer events with up to 12 players offer ends november 3 at 10am pacific time,steam
necromonads is now available on steam and is 40 off  space colony alert bulletin  the necromonads are at it again   colonists must in a orderly fashion proceed to the nearest shelter while the highly trained star pilot provides cover inspired by classic arcade shooters but with a twist captured colonists become infected and spread it to others stop the necromonads infection invasion now  offer ends november 3 at 10am pacific time,steam
divinity original sin enhanced edition is now available on steam  gather your party and get ready for the kick ass new version of gamespot s pc game of the year 2014 with hours of new content  new game modes  full voiceovers  split screen multiplayer  and thousands of improvements  there s never been a better time to explore the epic world of rivellon,steam
today s deal save 40 on kerbal space program  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
today s deal save 66 on middle earth shadow of mordor  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
warhammer end times vermintide is now available on steam  vermintide is an epic co operative action combat adventure set in the end times of the iconic warhammer fantasy world,steam
spider man shattered dimensions is now available on steam  pider man shattered dimensions is an action packed adventure encompassing four dramatically different parallel universes  each with its own spider man armed with unique strengths each stunning universe has its own detailed art design and thrilling gameplay with challenging skill sets to master in order to unlock powerful new moves explore dramatic  stunning environments  wield explosive new powers  and face epic boss battles against extraordinary foes experience the legendary super hero like never before four unique worlds four distinct spider men one unparalleled experience,steam
rpg maker mv is now available on steam and is 10 off to celebrate  simple enough for a child powerful enough for a developer versatile enough for any platform  rpg maker mv allows you to make the rpg of your dreams  this latest version includes a host of new features and export options for macosx  android  and iphone  offer ends october 30th at 10am pacific,steam
today s deal save 60 on reign of kings  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
ashes of the singularity is now available on steam early access  take command of the resources of an entire world to build up massive armies  research new technologies and annihilate all those who stand in your way in this new  massive scale real time strategy game now in early access,steam
system shock enhanced edition is now available on steam and is 20 off  twenty one years after its first release  system shock is back  offer ends october 29 at 10am pacific time,steam
save up to 66 on the fallout franchise as part of this week s weekend deal  offer ends monday at 10am pacific time,steam
pixeljunk shooter ultimate is now available on steam and is 10 off  can you save the scientists on apoxus prime  pixeljunk shooter ultimate is a twin stick shooter with equal elements of action and puzzle solving offer ends october 28 at 10am pacific time,steam
wurm unlimited is now available on steam and is 10 off  wurm unlimited is your full standalone version of the fantasy sandbox world wurm online  the mmorpg where the players are in charge  a pioneer in the ideas of player influence  crafting and adventure  it is now one of the most deep and feature packed sandbox experiences available offer ends october 28 at 10am pacific time,steam
kingdom is now available on steam  kingdom is a 2d sidescrolling strategy resource management hybrid with a minimalist feel wrapped in a beautiful  modern pixel art aesthetic,steam
a train 9 v4 0 japan rail simulator is now available on steam  a train is back  and better than ever the biggest and best city builder  transport simulation game returns with a host of new features,steam
in celebration of the 20th anniversary of the worms franchise  save 75 90 off on all worms titles on steam during this week s midweek madness  offer ends friday at 10 00 am pacific time,steam
rebel galaxy is now available on steam and is 10 off  rebel galaxy is a swashbuckling space adventure  with action packed combat  exploration  discovery  trade  and negotiation with the outlandish denizens at the edge of the known universe offer ends october 27 at 10am pacific time,steam
tales of zestiria is now available on steam  in a world torn by war between two powerful nations fighting for rule and supremacy  accept the burden of the sheperd and fight human darkness to protect your world from malevolence and reunite humans and seraphim together with lailah  the lady of the lake who guards the sacred blade  and his best friend mikleo  the cast will discover soon enough a powerful force is rising in the shadow,steam
today s deal save 50 on woolfe the red hood diaries  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends tuesday at 10am pacific time,steam
today s deal save 61 on surgeon simulator ae i am bread  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends monday at 10am pacific time,steam
human resource machine is now available on steam  program little office workers to solve puzzles be a good employee  the machines are coming for your job from the creators of world of goo and little inferno,steam
today s deal save 50 on farming simulator 15  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
play grey goo for free starting now through sunday at 1pm pacific time you can also pickup grey goo at 60 off the regular price  fight the chaos or harness its power centuries after humanity first left earth  all forms of life in the milky way have evolved toward an inward tranquility but there has been a mutation a mysterious organism barrels toward the surface of a lone  resource rich planet known as ecosystem 9  on a mission to consume all it encounters if you already have steam installed  click here to install or play grey goo if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 33 on trove daily deal 10 15 2015  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends saturday at 10am pacific time,steam
downwell is now available on steam  downwell is a curious game about a young boy venturing down a well in search of untold treasures with only his gunboots to protect him,steam
broforce is now available on steam and is 33 off  when evil threatens the world  the world calls on broforce an under funded  over powered paramilitary organization dealing exclusively in excessive force brace your loins with up to four players to run n gun as dozens of different bros and eliminate the opposing terrorist forces that threaten our way of life unleash scores of unique weapons and set off incredible chain reactions of fire  napalm  and limbs in the name of freedom offer ends october 22 at 10am pacific time,steam
sonar steam edition is now available on steam and 50 offl  sonar steam edition includes many of the high powered features you expect including unlimited audio and midi tracks  vst3 support  skylight user interface  virtual instruments  effects  editing and mixing tools  step sequencer  matrix view  and much more and now we ve built a version that has been tailored to the steam community with new features aimed at aspiring video game soundtrack designers we ve added rpg maker export making it easy to port your tracks  along with instruments like z3ta classic  8 bit video game sounds that can be triggered in the matrix view  50 sound fx  with more available for purchase  and a new dsf video game pack for sound center offer ends november 15th at 10am pacific time,steam
today s deal save 50 on not a hero  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
secret ponchos is now available on steam and is 25 off  secret ponchos is a highly competitive pvp fighting game set in a stylish spaghetti western universe the unique  fast paced gameplay in 3v3 battles creates an environment where pvp skills will be put to the test every match everything is a skill shot your accuracy  range control  timing  and ability to make quick decisions under pressure is all that will keep you standing offer ends october 20 at 10am pacific time,steam
oct 13  2015 from now thru friday steam is hosting its first stealth game sale with over 60 titles offering savings up to 90 the stealthy specials include titles in the thief  assassin s creed  and ghost recon series for more information  please visit the sale page,steam
sublevel zero is now available on steam and is 15 off  sublevel zero is a first person roguelike six degree of freedom shooter set in a universe where reality is falling apart take control of a lone gunship pilot whose mission is to loot and craft ancient technology offer ends october 15 at 10am pacific time,steam
today s deal save 50 on a href http store steampowered com app 353560  plug amp play a  br br look for the deals each day on the front page of steam or follow us on a href http twitter com steam games twitter a or a href http www facebook com steam facebook a for instant notifications wherever you are  br br offer ends friday at 10am pacific time br a href http store steampowered com app 353560 img src http cdn akamai steamstatic com steam apps 353560 capsule 467x181 jpg style float left margin right 12px height 181px width 467px a,steam
transformers devastation is now available on steam  the transformers are back  and this time theyre in the hands of acclaimed developer platinumgames  who have combined their over the top brawler action with comic book inspired art to create a transformers game like none other,steam
today s deal save 75 on kingdom rush  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
sonic lost world is now available for pre purchase on steam  pre purchase and receive a copy of sonic all stars racing transformed in his latest plot to defeat sonic and rule the world  dr eggman has harnessed the power of menacing creatures known as the deadly six however  when the deadly six rise up against their new master  sonic must unite with his arch nemesis eggman and explore the mystical lost hex in order to take them on head to head use sonics amazing new moves incredible colour powers to speed across a variety of unique terrains  racing inside  outside upside down in every level,steam
today s deal save 50 on movie studio 13 platinum suite steam powered  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends wednesday at 10am pacific time,steam
play speedrunners for free starting now through sunday at 1pm pacific time you can also pickup speedrunners at 67 off the regular price  if you already have steam installed  click here to install or play speedrunners if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
today s deal save 50 on bioshock 2  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends friday at 10am pacific time,steam
armikrog is now available on steam  armikrog is a unique stop motion clay animated point and click adventure game from the creators of earthworm jim and the neverhood unravel the mysteries of the fortress that holds tommynaut and his blind alien talking dog beak beak captive through exploration and puzzle solving,steam
rugby league live 3 is now available on steam  rugby league enters the next generation with rugby league live 3  featuring an all new be a pro career mode and fanhub player sharing system  the game is a a must have for any footy fan,steam
nba 2k16 is now available on steam  the nba 2k franchise is back with the most true to life nba experience to date with nba 2k16 featuring an all new mycareer experience written  directed and produced by acclaimed filmmaker spike lee guide your myplayer through the complete nba journey  take control of an entire nba franchise  or hone your skills online competing against gamers from around the world with animations that provide smoother movement and more realistic articulation  and a unique cover design featuring nba stars stephen curry  anthony davis and james harden  its certain to be the most authentic nba gaming experience yet,steam
save big on sniper elite 3 during this week s midweek madness  get 90 off on sniper elite  85 off on sniper elite v2  and 80 off on sniper elite 3 or pick up the whole trilogy for 81 off  observe plan execute adapt the latest chapter in the award winning series  sniper elite 3 takes players to the unforgiving yet exotic terrain of north africa in a savage conflict against germanys infamous afrika korps stalk your targets through the twisting canyons  lush oases and ancient cities of the western desert in the deadly rush to sabotage a nazi super weapons programme that could end allied resistance for good use stealth  planning and execution to hunt your targets whether human or machine from signature long distance kills  to melee takedowns  distractions and explosive traps  you are as deadly up close as you are from afar offer ends friday at 10am pacific time,steam
samurai warriors 4 ii is now available on steam  the latest iteration of the 10th anniversary samurai warriors series is here at last  naomasa ii appears as a playable character for the first time  and the various personalities of the age are explored in more depth in story mode  which is now focused on individual characters,steam
nevermind is now available on steam and is 10 off  nevermind ushers you into dark and surreal worlds within the minds of trauma victims when played with an  optional  biofeedback sensor  nevermind senses your fear lashing out if you allow your feelings of anxiety to get the better of you can you brave the terrors within nevermind and yourself  offer ends october 6 at 10am pacific time,steam
piloteer is now available on steam and is 10 off  in piloteer  a whimsical and serenely challenging physics based game about learning to fly  a renowned inventor is determined to overcome the stigma associated with flying a jetpack and convince the world that jetpacks should be revered by all offer ends october 2 at 10am pacific time,steam
today s deal save 66 on ryse son of rome  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends sunday at 10am pacific time,steam
grand ages medieval is now available on steam  rise from the humble role of a simple mayor governing a small settlement and rule over all of europe,steam
doodle god is now available on steam and is 20 off  doodle god is an addicting puzzle world building game where players use logic and ingenuity to create the entire universe starting with the basic elements of earth  wind  fire and air players can build a world filled with locomotives  dragons  skyscrapers  aliens and more offer ends october 1 at 10am pacific time,steam
play the dawn of war franchise for free starting now through sunday at 1pm pacific time  you can also pickup the dawn of war franchise at 75 off the regular price  if you already have steam installed  then you can click on the following to install or play dawn of war game of the year edition dawn of war dark crusade dawn of war winter assault dawn of war soulstorm dawn of war ii dawn of war ii chaos rising dawn of war ii retribution if you do nt have steam  you can download it here offer ends monday at 10am pacific time,steam
guild of dungeoneering pirate s cove  all new content for guild of dungeoneering is now available on steam  welcome to pirates cove  pirates cove includes a new region  new swashbuckling quests  terrifying new enemies  and of course  tons more booty come aboard and raise the jolly roger for this grand adventure,steam
final fantasy v is now available on steam  return to the classic medieval tale of magic  monsters and friendship as final fantasy v comes to pc,steam
assault android cactus is now available on steam and is 20 off  assault android cactus is an intense arcade style twin stick shooter pick from one of nine unique synthetic heroines and blast your way through overwhelming robots hordes to save the ship from its own workforce supports single player and local co op game modes offer ends september 30 at 10am pacific time,steam
today s deal save 50 on oddworld new n tasty  as an added bonus  oddworld abe s oddysee is free to own for 24 hours  add it to your account during the free period and own it forever free offer on abe s oddysee ends september 24th at 10am pacific look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends september 25th at 10am pacific time,steam
transformers devastation is now available for pre purchase on steam  the transformers are back  and this time theyre in the hands of acclaimed developer platinumgames  who have combined their over the top brawler action with comic book inspired art to create a transformers game like none other surprise the enemy platinumgames signature fast action allows instant robot to vehicle attacks  slam downs  counterattacks  and infinite combos for to create a unique master combat system five playable autobots wreak havoc on the decepticons as optimus prime  bumblebee  sideswipe  wheeljack and grimlock actors from the original tv series reprising their roles are peter cullen  optimus prime   dan gilvezan  bumblebee   frank welker  megatron and soundwave   and more play again and again 5 difficulty levels with overhauls in enemy composition  combined with a deep customization system  means hours of intense gameplay prepurchase now to receive a dlc bundle for free  including 3 character skins and 3 weapons optimus prime s nemesis prime skin and dark star saber sideswipe s red alert skin and photon disruptor bumblebee s goldfire skin and golden hunter weapon offer ends at 10am pacific time on october 6  2015,steam
today s deal save 33 on the magic circle  look for the deals each day on the front page of steam or follow us on twitter or facebook for instant notifications wherever you are  offer ends thursday at 10am pacific time,steam
save up to 75 on the might magic franchise during this week s midweek madness  offer ends friday at 10am pacific time,steam
panoramical is now available on steam  manipulate the look  sound  and feel of more than a dozen mesmerizing landscapes in this immersive musical adventure through space and time,steam
